Sample_ID,Well,Plate,Country,RNA_conc(ng/µl),Aim conc (ng/µl),Final conc (ng/µl),RNA (µl),H2O (µl),End_vol (µl),,Final Conc.Total (ng),,,
CGR0316,F07,RPA0010,GER,389.7,20.0,15.6,2.0,48.0,50.0,50.0,779.4,,,
CGR0334,G07,RPA0010,GER,284.1,20.0,17.0,3.0,47.0,50.0,50.0,852.3,,,
CFR0454,H07,RPA0010,FRA,62.7,20.0,18.8,15.0,35.0,50.0,50.0,940.5,,,
CFR0079,A08,RPA0010,FRA,32.1,20.0,16.1,25.0,25.0,50.0,50.0,802.5,,,
CAR0866,B08,RPA0010,USA,113.1,20.0,20.4,9.0,41.0,50.0,50.0,1017.9,,,
CFR0429,C08,RPA0010,FRA,248.6,20.0,20.0,4.0,46.0,50.0,50.0,1000.0,,,
CAR0812,D08,RPA0010,USA,99.7,20.0,20.0,10.0,40.0,50.0,50.0,1000.0,,,
EB,E08,RPA0010,EB,3.1,20.0,1.6,25.0,25.0,50.0,50.0,77.5,,,
CGR0033,F08,RPA0010,GER,279.8,20.0,16.8,3.0,47.0,50.0,50.0,839.4,,,
CFR0427,G08,RPA0010,FRA,469.8,20.0,18.8,2.0,48.0,50.0,50.0,939.6,,,
CFR0297,H08,RPA0010,FRA,55.9,20.0,20.1,18.0,32.0,50.0,50.0,1006.2,,,
CAR0333,A09,RPA0010,USA,91.3,20.0,18.3,10.0,40.0,50.0,50.0,913.0,,,
CFR0163,B09,RPA0010,FRA,48.9,20.0,20.5,21.0,29.0,50.0,50.0,1026.9,,,
CAR0883,C09,RPA0010,USA,142.1,20.0,20.0,7.0,43.0,50.0,50.0,1000.0,,,
CFR0143,D09,RPA0010,FRA,341.4,20.0,20.5,3.0,47.0,50.0,50.0,1024.2,,,
CAR0757,E09,RPA0010,USA,200,20.0,20.0,5.0,45.0,50.0,50.0,1000.0,,,
CAR0889,F09,RPA0010,USA,48.6,20.0,20.4,21.0,29.0,50.0,50.0,1020.6,,,
CAR0366,G09,RPA0010,USA,146.1,20.0,20.5,7.0,43.0,50.0,50.0,1022.7,,,
CFR0070,H09,RPA0010,FRA,97.8,20.0,19.6,10.0,40.0,50.0,50.0,978.0,,,
CAR0930,A10,RPA0010,USA,87.6,20.0,17.5,10.0,40.0,50.0,50.0,876.0,,,
CAR0531,B10,RPA0010,USA,31.2,20.0,15.6,25.0,25.0,50.0,50.0,780.0,,,
CAR0669,C10,RPA0010,USA,72.3,20.0,21.7,15.0,35.0,50.0,50.0,1084.5,,,
CGR0328,D10,RPA0010,GER,810.3,20.0,32.4,2.0,48.0,50.0,50.0,1620.6,,,
CGR0153,E10,RPA0010,GER,491.4,20.0,20.0,2.0,48.0,50.0,50.0,1000.0,,,
CGR0313,F10,RPA0010,GER,483.1,20.0,19.3,2.0,48.0,50.0,50.0,966.2,,,
CFR0199,G10,RPA0010,FRA,145.2,20.0,20.3,7.0,43.0,50.0,50.0,1016.4,,,
CFR0276,H10,RPA0010,FRA,78.1,20.0,15.6,10.0,40.0,50.0,50.0,781.0,,,
CGR0330,A11,RPA0010,GER,143.7,20.0,20.0,7.0,43.0,50.0,50.0,1000.0,,,
CAR0925,B11,RPA0010,USA,283.1,20.0,17.0,3.0,47.0,50.0,50.0,849.3,,,
CGR0329,C11,RPA0010,GER,415.8,20.0,16.6,2.0,48.0,50.0,50.0,831.6,,,
CAR0691,D11,RPA0010,USA,76.6,20.0,15.3,10.0,40.0,50.0,50.0,766.0,,,
CAR0768,E11,RPA0010,USA,216.2,20.0,21.6,5.0,45.0,50.0,50.0,1081.0,,,
CFR0336,F11,RPA0010,FRA,103.7,20.0,20.7,10.0,40.0,50.0,50.0,1037.0,,,
CAR0527,G11,RPA0010,USA,21,20.0,10.5,25.0,25.0,50.0,50.0,525.0,,,
CGR0056,H11,RPA0010,GER,77.8,20.0,15.6,10.0,40.0,50.0,50.0,778.0,,,
CGR0181,A12,RPA0010,GER,117.4,20.0,21.1,9.0,41.0,50.0,50.0,1056.6,,,
CFR0122,B12,RPA0010,FRA,120.8,20.0,21.7,9.0,41.0,50.0,50.0,1087.2,,,
CGR0339,C12,RPA0010,GER,185.8,20.0,18.6,5.0,45.0,50.0,50.0,929.0,,,
CAR0797,D12,RPA0010,USA,169.9,20.0,20.4,6.0,44.0,50.0,50.0,1019.4,,,
CFR0220,E12,RPA0010,FRA,21.2,20.0,10.6,25.0,25.0,50.0,50.0,530.0,,,
CFR0457,F12,RPA0010,FRA,382.6,20.0,15.3,2.0,48.0,50.0,50.0,765.2,,,
CAR0901,G12,RPA0010,USA,104,20.0,20.8,10.0,40.0,50.0,50.0,1040.0,,,
blank,H12,RPA0010,BLANK,3.8,20.0,1.9,25.0,25.0,50.0,50.0,95.0,,,
CGR0345,A01,RPA011,GER,313.8,20.0,18.8,3.0,47.0,50.0,50.0,941.4,,,
CAR0741,B01,RPA011,USA,118.7,20.0,21.4,9.0,41.0,50.0,50.0,1068.3,,,
CFR0298,C01,RPA011,FRA,49.8,20.0,20.9,21.0,29.0,50.0,50.0,1045.8,,,
CAR0331,D01,RPA011,USA,92.8,20.0,18.6,10.0,40.0,50.0,50.0,928.0,,,
CAR0349,E01,RPA011,USA,13.8,20.0,6.9,25.0,25.0,50.0,50.0,345.0,,,
CGR0180,F01,RPA011,GER,581.3,20.0,23.3,2.0,48.0,50.0,50.0,1162.6,,,
CAR0835,G01,RPA011,USA,203.8,20.0,20.4,5.0,45.0,50.0,50.0,1019.0,,,
CGR0113,H01,RPA011,GER,117.8,20.0,21.2,9.0,41.0,50.0,50.0,1060.2,,,
CGR0369,A02,RPA011,GER,151.7,20.0,21.2,7.0,43.0,50.0,50.0,1061.9,,,
CAR0513,B02,RPA011,USA,18.8,20.0,9.4,25.0,25.0,50.0,50.0,470.0,,,
CFR0164,C02,RPA011,FRA,200.7,20.0,20.0,5.0,45.0,50.0,50.0,1000.0,,,
CGR0317,D02,RPA011,GER,827.9,20.0,33.1,2.0,48.0,50.0,50.0,1655.8,,,
CAR0372,E02,RPA011,USA,125,20.0,20.0,8.0,42.0,50.0,50.0,1000.0,,,
CAR0650,F02,RPA011,USA,335.8,20.0,20.0,3.0,47.0,50.0,50.0,1000.0,,,
CAR0530,G02,RPA011,USA,17.2,20.0,8.6,25.0,25.0,50.0,50.0,430.0,,,
CFR0351,H02,RPA011,FRA,34.8,20.0,17.4,25.0,25.0,50.0,50.0,870.0,,,
CGR0308,A03,RPA011,GER,898.8,20.0,36.0,2.0,48.0,50.0,50.0,1797.6,,,
CFR0416,B03,RPA011,FRA,116.3,20.0,20.9,9.0,41.0,50.0,50.0,1046.7,,,
CGR0320,C03,RPA011,GER,255.3,20.0,20.4,4.0,46.0,50.0,50.0,1021.2,,,
CAR0326,D03,RPA011,USA,97.2,20.0,19.4,10.0,40.0,50.0,50.0,972.0,,,
CGR0057,E03,RPA011,GER,122.5,20.0,19.6,8.0,42.0,50.0,50.0,980.0,,,
CAR0948,F03,RPA011,USA,204.2,20.0,20.4,5.0,45.0,50.0,50.0,1021.0,,,
CGR0302,G03,RPA011,GER,236.4,20.0,18.9,4.0,46.0,50.0,50.0,945.6,,,
DEPC,H03,RPA011,DEPC,1.7,20.0,0.9,25.0,25.0,50.0,50.0,42.5,,,
CGR0441,A04,RPA011,GER,136.9,20.0,19.2,7.0,43.0,50.0,50.0,958.3,,,
CGR0146,B04,RPA011,GER,623.1,20.0,24.9,2.0,48.0,50.0,50.0,1246.2,,,
CFR0388,C04,RPA011,FRA,49.6,20.0,19.8,20.0,30.0,50.0,50.0,992.0,,,
CAR0365,D04,RPA011,USA,176.5,20.0,21.2,6.0,44.0,50.0,50.0,1059.0,,,
CAR0876,E04,RPA011,USA,261.1,20.0,20.9,4.0,46.0,50.0,50.0,1044.4,,,
CGR0347,F04,RPA011,GER,872.9,20.0,34.9,2.0,48.0,50.0,50.0,1745.8,,,
CFR0190,G04,RPA011,FRA,48.8,20.0,19.5,20.0,30.0,50.0,50.0,976.0,,,
CFR0151,H04,RPA011,FRA,82,20.0,16.4,10.0,40.0,50.0,50.0,820.0,,,
CGR0061,A05,RPA011,GER,211.7,20.0,21.2,5.0,45.0,50.0,50.0,1058.5,,,
CGR0349,B05,RPA011,GER,949,20.0,38.0,2.0,48.0,50.0,50.0,1898.0,,,
CFR0168,C05,RPA011,FRA,262.7,20.0,21.0,4.0,46.0,50.0,50.0,1050.8,,,
blank,D05,RPA011,BLANK,0,20.0,0.0,25.0,25.0,50.0,50.0,0.0,,,
CGR0327,E05,RPA011,GER,657.5,20.0,26.3,2.0,48.0,50.0,50.0,1315.0,,,
CFR0287,F05,RPA011,FRA,33.5,20.0,16.8,25.0,25.0,50.0,50.0,837.5,,,
CGR0310,G05,RPA011,GER,542.7,20.0,21.7,2.0,48.0,50.0,50.0,1085.4,,,
CAR0893,H05,RPA011,USA,164.5,20.0,19.7,6.0,44.0,50.0,50.0,987.0,,,
CAR0398,A06,RPA011,USA,37.4,20.0,18.7,25.0,25.0,50.0,50.0,935.0,,,
CGR0171,B06,RPA011,GER,462.5,20.0,18.5,2.0,48.0,50.0,50.0,925.0,,,
CGR0025,C06,RPA011,GER,80.4,20.0,16.1,10.0,40.0,50.0,50.0,804.0,,,
CFR0095,D06,RPA011,FRA,27.5,20.0,13.8,25.0,25.0,50.0,50.0,687.5,,,
CFR0318,E06,RPA011,FRA,307.9,20.0,18.5,3.0,47.0,50.0,50.0,923.7,,,
CFR0209,F06,RPA011,FRA,158.9,20.0,19.1,6.0,44.0,50.0,50.0,953.4,,,
CAR0941,G06,RPA011,USA,264,20.0,21.1,4.0,46.0,50.0,50.0,1056.0,,,
CFR0021,H06,RPA011,FRA,117,20.0,21.1,9.0,41.0,50.0,50.0,1053.0,,,
CGR0144,A07,RPA011,GER,157.5,20.0,18.9,6.0,44.0,50.0,50.0,945.0,,,
CFR0451,B07,RPA011,FRA,192.9,20.0,19.3,5.0,45.0,50.0,50.0,964.5,,,
CGR0444,C07,RPA011,GER,72.1,20.0,21.6,15.0,35.0,50.0,50.0,1081.5,,,
CFR0491,D07,RPA011,FRA,366.7,20.0,14.7,2.0,48.0,50.0,50.0,733.4,,,
CAR0746,E07,RPA011,USA,367.8,20.0,14.7,2.0,48.0,50.0,50.0,735.6,,,
CAR0671,F07,RPA011,USA,148.3,20.0,20.8,7.0,43.0,50.0,50.0,1038.1,,,
CGR0159,G07,RPA011,GER,265.1,20.0,21.2,4.0,46.0,50.0,50.0,1060.4,,,
CFR0396,H07,RPA011,FRA,105.2,20.0,21.0,10.0,40.0,50.0,50.0,1052.0,,,
CGR0309,A08,RPA011,GER,265.4,20.0,21.2,4.0,46.0,50.0,50.0,1061.6,,,
CAR0711,B08,RPA011,USA,83.4,20.0,16.7,10.0,40.0,50.0,50.0,834.0,,,
CFR0207,C08,RPA011,FRA,69.1,20.0,20.7,15.0,35.0,50.0,50.0,1036.5,,,
CGR0046,D08,RPA011,GER,122.1,20.0,19.5,8.0,42.0,50.0,50.0,976.8,,,
CFR0156,E08,RPA011,FRA,7.8,20.0,3.9,25.0,25.0,50.0,50.0,195.0,,,
CFR0057,F08,RPA011,FRA,64.3,20.0,19.3,15.0,35.0,50.0,50.0,964.5,,,
CGR0323,G08,RPA011,GER,288.6,20.0,17.3,3.0,47.0,50.0,50.0,865.8,,,
CFR0145,H08,RPA011,FRA,22.8,20.0,11.4,25.0,25.0,50.0,50.0,570.0,,,
CGR0340,A09,RPA011,GER,255.8,20.0,20.5,4.0,46.0,50.0,50.0,1023.2,,,
CFR0465,B09,RPA011,FRA,270.5,20.0,21.6,4.0,46.0,50.0,50.0,1082.0,,,
CGR0184,C09,RPA011,GER,260.3,20.0,20.8,4.0,46.0,50.0,50.0,1041.2,,,
CAR0739,D09,RPA011,USA,149.5,20.0,20.9,7.0,43.0,50.0,50.0,1046.5,,,
CGR0384,E09,RPA011,GER,189.5,20.0,19.0,5.0,45.0,50.0,50.0,947.5,,,
CFR0091,F09,RPA011,FRA,134.5,20.0,18.8,7.0,43.0,50.0,50.0,941.5,,,
CAR0800,G09,RPA011,USA,401.9,20.0,20.9,2.6,47.4,50.0,50.0,1044.9,,,
CGR0360,H09,RPA011,GER,122.8,20.0,19.6,8.0,42.0,50.0,50.0,982.4,,,
CAR0937,A10,RPA011,USA,247.6,20.0,20.0,4.0,46.0,50.0,50.0,1000.0,,,
EB,B10,RPA011,EB,4.4,20.0,2.2,25.0,25.0,50.0,50.0,110.0,,,
CAR0668,C10,RPA011,USA,105.1,20.0,21.0,10.0,40.0,50.0,50.0,1051.0,,,
CGR0141,D10,RPA011,GER,204,20.0,20.4,5.0,45.0,50.0,50.0,1020.0,,,
CAR0884,E10,RPA011,USA,102.8,20.0,20.6,10.0,40.0,50.0,50.0,1028.0,,,
CGR0325,F10,RPA011,GER,98.2,20.0,19.6,10.0,40.0,50.0,50.0,982.0,,,
CGR0172,G10,RPA011,GER,243.6,20.0,20.4,4.2,46.0,50.0,50.2,1019.0,,,
CFR0257,H10,RPA011,FRA,30.6,20.0,15.3,25.0,25.0,50.0,50.0,765.0,,,
CAR0674,A11,RPA011,USA,64.2,20.0,19.3,15.0,35.0,50.0,50.0,963.0,,,
CFR0082,B11,RPA011,FRA,6.5,20.0,3.3,25.0,25.0,50.0,50.0,162.5,,,
CGR0157,C11,RPA011,GER,299.1,20.0,20.3,3.4,46.6,50.0,50.0,1016.9,,,
CGR0305,D11,RPA011,GER,194.8,20.0,20.2,5.2,45.0,50.0,50.2,1008.9,,,
CAR0649,E11,RPA011,USA,122.9,20.0,19.7,8.0,42.0,50.0,50.0,983.2,,,
blank,F11,RPA011,BLANK,4.3,20.0,2.2,25.0,25.0,50.0,50.0,107.5,,,
CAR0677,G11,RPA011,USA,40.3,20.0,20.2,25.0,25.0,50.0,50.0,1007.5,,,
CGR0338,H11,RPA011,GER,308.4,20.0,19.7,3.2,47.0,50.0,50.2,982.9,,,
CFR0129,A12,RPA011,FRA,94.3,20.0,18.9,10.0,40.0,50.0,50.0,943.0,,,
CAR0957,B12,RPA011,USA,427.3,20.0,20.5,2.4,47.6,50.0,50.0,1025.5,,,
CAR0498,C12,RPA011,USA,161.7,20.0,20.0,6.2,44.0,50.0,50.2,998.5,,,
CAR0675,D12,RPA011,USA,13.5,20.0,6.8,25.0,25.0,50.0,50.0,337.5,,,
CAR0852,E12,RPA011,USA,457.1,20.0,20.0,2.2,48.0,50.0,50.2,1001.6,,,
CAR0402,F12,RPA011,USA,18.1,20.0,9.1,25.0,25.0,50.0,50.0,452.5,,,
CFR0458,G12,RPA011,FRA,86.2,20.0,17.2,10.0,40.0,50.0,50.0,862.0,,,
CFR0360,H12,RPA011,FRA,140.7,20.0,19.7,7.0,43.0,50.0,50.0,984.9,,,
CFR0253,A01,RPA012,FRA,99.5,20.0,19.9,10.0,40.0,50.0,50.0,995.0,,,
CFR0470,B01,RPA012,FRA,166,20.0,20.0,6.0,44.0,50.0,50.0,1000.0,,,
CGR0124,C01,RPA012,GER,184.8,20.0,20.0,5.4,44.6,50.0,50.0,997.9,,,
CAR0765,D01,RPA012,USA,87.8,20.0,17.6,10.0,40.0,50.0,50.0,878.0,,,
CGR0319,E01,RPA012,GER,193.9,20.0,20.1,5.2,45.0,50.0,50.2,1004.3,,,
CFR0475,F01,RPA012,FRA,105.5,20.0,21.1,10.0,40.0,50.0,50.0,1055.0,,,
CFR0118,G01,RPA012,FRA,97.3,20.0,19.5,10.0,40.0,50.0,50.0,973.0,,,
blank,H01,RPA012,BLANK,2.8,20.0,1.4,25.0,25.0,50.0,50.0,70.0,,,
CGR0132,A02,RPA012,GER,145,20.0,20.3,7.0,43.0,50.0,50.0,1015.0,,,
CGR0060,B02,RPA012,GER,97,20.0,19.4,10.0,40.0,50.0,50.0,970.0,,,
CGR0318,C02,RPA012,GER,382.4,20.0,19.9,2.6,47.4,50.0,50.0,994.2,,,
CAR0801,D02,RPA012,USA,203.5,20.0,20.4,5.0,45.0,50.0,50.0,1017.5,,,
CFR0109,E02,RPA012,FRA,130.2,20.0,20.8,8.0,42.0,50.0,50.0,1041.6,,,
CAR0966,F02,RPA012,USA,292.2,20.0,19.9,3.4,46.6,50.0,50.0,993.5,,,
CGR0291,G02,RPA012,GER,102.7,20.0,20.5,10.0,40.0,50.0,50.0,1027.0,,,
CAR0721,H02,RPA012,USA,33.9,20.0,17.0,25.0,25.0,50.0,50.0,847.5,,,
CFR0077,A03,RPA012,FRA,20.2,20.0,10.1,25.0,25.0,50.0,50.0,505.0,,,
CFR0370,B03,RPA012,FRA,228.3,20.0,20.1,4.4,45.6,50.0,50.0,1004.5,,,
CFR0054,C03,RPA012,FRA,123,20.0,19.7,8.0,42.0,50.0,50.0,984.0,,,
CFR0312,D03,RPA012,FRA,73.3,20.0,22.0,15.0,35.0,50.0,50.0,1099.5,,,
CFR0328,E03,RPA012,FRA,213,20.0,21.3,5.0,45.0,50.0,50.0,1065.0,,,
CFR0061,F03,RPA012,FRA,181.4,20.0,21.8,6.0,44.0,50.0,50.0,1088.4,,,
CFR0374,G03,RPA012,FRA,232.9,20.0,19.6,4.2,45.8,50.0,50.0,978.2,,,
CGR0177,H03,RPA012,GER,359.4,20.0,21.6,3.0,47.0,50.0,50.0,1078.2,,,
CAR0929,A04,RPA012,USA,150.4,20.0,21.1,7.0,43.0,50.0,50.0,1052.8,,,
CFR0459,B04,RPA012,FRA,177.7,20.0,21.3,6.0,44.0,50.0,50.0,1066.2,,,
CAR0798,C04,RPA012,USA,103.3,20.0,20.7,10.0,40.0,50.0,50.0,1033.0,,,
CFR0479,D04,RPA012,FRA,117.2,20.0,21.1,9.0,41.0,50.0,50.0,1054.8,,,
CFR0184,E04,RPA012,FRA,88.8,20.0,17.8,10.0,40.0,50.0,50.0,888.0,,,
CFR0195,F04,RPA012,FRA,47.4,20.0,20.9,22.0,28.0,50.0,50.0,1042.8,,,
CGR0192,G04,RPA012,GER,234,20.0,19.7,4.2,45.8,50.0,50.0,982.8,,,
CAR0794,H04,RPA012,USA,100,20.0,20.0,10.0,40.0,50.0,50.0,1000.0,,,
CAR0435,A05,RPA012,USA,40.3,20.0,20.2,25.0,25.0,50.0,50.0,1007.5,,,
CAR0470,B05,RPA012,USA,13.8,20.0,6.9,25.0,25.0,50.0,50.0,345.0,,,
CFR0355,C05,RPA012,FRA,58,20.0,19.7,17.0,33.0,50.0,50.0,986.0,,,
CFR0175,D05,RPA012,FRA,46.6,20.0,20.5,22.0,28.0,50.0,50.0,1025.2,,,
CFR0492,E05,RPA012,FRA,58.1,20.0,19.8,17.0,33.0,50.0,50.0,987.7,,,
CGR0284,F05,RPA012,GER,403.8,20.0,20.7,2.6,48.0,50.0,50.6,1037.4,,,
CAR0685,G05,RPA012,USA,94.4,20.0,18.9,10.0,40.0,50.0,50.0,944.0,,,
CFR0185,H05,RPA012,FRA,92,20.0,18.4,10.0,40.0,50.0,50.0,920.0,,,
CGR0174,A06,RPA012,GER,262.3,20.0,21.0,4.0,46.0,50.0,50.0,1049.2,,,
CFR0288,B06,RPA012,FRA,78.1,20.0,15.6,10.0,40.0,50.0,50.0,781.0,,,
CGR0158,C06,RPA012,GER,34.2,20.0,17.1,25.0,25.0,50.0,50.0,855.0,,,
CGR0008,D06,RPA012,GER,248.3,20.0,20.0,4.0,46.0,50.0,50.0,1000.0,,,
CGR0436,E06,RPA012,GER,61.7,20.0,19.7,16.0,34.0,50.0,50.0,987.2,,,
CFR0099,F06,RPA012,FRA,100.7,20.0,20.1,10.0,40.0,50.0,50.0,1007.0,,,
CFR0352,G06,RPA012,FRA,12.1,20.0,6.1,25.0,25.0,50.0,50.0,302.5,,,
CFR0280,H06,RPA012,FRA,71.3,20.0,21.4,15.0,35.0,50.0,50.0,1069.5,,,
CFR0363,A07,RPA012,FRA,68.4,20.0,20.5,15.0,35.0,50.0,50.0,1026.0,,,
CFR0443,B07,RPA012,FRA,45.1,20.0,19.8,22.0,28.0,50.0,50.0,992.2,,,
CFR0357,C07,RPA012,FRA,35.9,20.0,18.0,25.0,25.0,50.0,50.0,897.5,,,
CFR0353,D07,RPA012,FRA,36.7,20.0,18.4,25.0,25.0,50.0,50.0,917.5,,,
EB,E07,RPA012,EB,3.7,20.0,1.9,25.0,25.0,50.0,50.0,92.5,,,
CAR0906,F07,RPA012,USA,515.7,20.0,20.6,2.0,48.0,50.0,50.0,1031.4,,,
CAR0330,G07,RPA012,USA,122.9,20.0,19.7,8.0,42.0,50.0,50.0,983.2,,,
CFR0137,H07,RPA012,FRA,279.7,20.0,20.1,3.6,46.4,50.0,50.0,1006.9,,,
CFR0295,A08,RPA012,FRA,234.9,20.0,20.7,4.4,45.6,50.0,50.0,1033.6,,,
CFR0442,B08,RPA012,FRA,31.4,20.0,15.7,25.0,25.0,50.0,50.0,785.0,,,
CGR0256,C08,RPA012,GER,196.7,20.0,19.7,5.0,45.0,50.0,50.0,983.5,,,
blank,D08,RPA012,BLANK,2,20.0,1.0,25.0,25.0,50.0,50.0,50.0,,,
CGR0084,E08,RPA012,GER,229.2,20.0,20.2,4.4,45.6,50.0,50.0,1008.5,,,
CGR0065,F08,RPA012,GER,331.6,20.0,20.0,3.0,47.0,50.0,50.0,1000.0,,,
CAR0551,G08,RPA012,USA,100.8,20.0,20.2,10.0,40.0,50.0,50.0,1008.0,,,
CFR0037,H08,RPA012,FRA,59.4,20.0,20.2,17.0,33.0,50.0,50.0,1009.8,,,
CGR0191,A09,RPA012,GER,339.5,20.0,20.4,3.0,47.0,50.0,50.0,1018.5,,,
CAR0777,B09,RPA012,USA,109.7,20.0,21.9,10.0,40.0,50.0,50.0,1097.0,,,
CFR0474,C09,RPA012,FRA,153.3,20.0,21.5,7.0,43.0,50.0,50.0,1073.1,,,
CGR0253,D09,RPA012,GER,33.6,20.0,16.8,25.0,25.0,50.0,50.0,840.0,,,
CGR0326,E09,RPA012,GER,181.2,20.0,21.7,6.0,44.0,50.0,50.0,1087.2,,,
CAR0687,F09,RPA012,USA,54.3,20.0,19.5,18.0,32.0,50.0,50.0,977.4,,,
CAR0673,G09,RPA012,USA,66.7,20.0,20.0,15.0,35.0,50.0,50.0,1000.0,,,
CAR0659,H09,RPA012,USA,50.8,20.0,20.3,20.0,30.0,50.0,50.0,1016.0,,,
CGR0393,A10,RPA012,GER,295.5,20.0,20.1,3.4,46.6,50.0,50.0,1004.7,,,
CFR0148,B10,RPA012,FRA,15.9,20.0,8.0,25.0,25.0,50.0,50.0,397.5,,,
CAR0955,C10,RPA012,USA,286.8,20.0,20.6,3.6,46.4,50.0,50.0,1032.5,,,
CFR0088,D10,RPA012,FRA,7.9,20.0,4.0,25.0,25.0,50.0,50.0,197.5,,,
CAR0855,E10,RPA012,USA,144.1,20.0,20.2,7.0,43.0,50.0,50.0,1008.7,,,
CFR0130,F10,RPA012,FRA,86.4,20.0,17.3,10.0,40.0,50.0,50.0,864.0,,,
CAR0384,G10,RPA012,USA,60.9,20.0,20.7,17.0,33.0,50.0,50.0,1035.3,,,
CAR0853,H10,RPA012,USA,22.7,20.0,11.4,25.0,25.0,50.0,50.0,567.5,,,
CFR0112,A11,RPA012,FRA,91.9,20.0,18.4,10.0,40.0,50.0,50.0,919.0,,,
CAR0473,B11,RPA012,USA,107.3,20.0,21.5,10.0,40.0,50.0,50.0,1073.0,,,
CAR0344,C11,RPA012,USA,10.1,20.0,5.1,25.0,25.0,50.0,50.0,252.5,,,
CAR0421,D11,RPA012,USA,187.6,20.0,19.5,5.2,44.8,50.0,50.0,975.5,,,
CFR0436,E11,RPA012,FRA,16.8,20.0,8.4,25.0,25.0,50.0,50.0,420.0,,,
CGR0162,F11,RPA012,GER,427.6,20.0,20.4,2.4,48.0,50.0,50.4,1018.1,,,
CGR0128,G11,RPA012,GER,163.3,20.0,19.6,6.0,44.0,50.0,50.0,979.8,,,
CFR0018,H11,RPA012,FRA,55.8,20.0,20.1,18.0,32.0,50.0,50.0,1004.4,,,
CFR0001,A12,RPA012,FRA,62.8,20.0,20.1,16.0,34.0,50.0,50.0,1004.8,,,
CFR0047,B12,RPA012,FRA,79.1,20.0,15.8,10.0,40.0,50.0,50.0,791.0,,,
CAR0903,C12,RPA012,USA,233.2,20.0,19.5,4.2,46.0,50.0,50.2,975.5,,,
DEPC,D12,RPA012,DEPC,3.3,20.0,1.7,25.0,25.0,50.0,50.0,82.5,,,
CFR0196,E12,RPA012,FRA,83.5,20.0,16.7,10.0,40.0,50.0,50.0,835.0,,,
CAR0335,F12,RPA012,USA,60,20.0,20.4,17.0,33.0,50.0,50.0,1020.0,,,
CFR0159,G12,RPA012,FRA,88.8,20.0,17.8,10.0,40.0,50.0,50.0,888.0,,,
CFR0341,H12,RPA012,FRA,15.3,20.0,7.7,25.0,25.0,50.0,50.0,382.5,,,
CGR0373,A01,RPA013,GER,76.1,20.0,15.2,10.0,40.0,50.0,50.0,761.0,,,
CGR0242,B01,RPA013,GER,741,20.0,29.6,2.0,48.0,50.0,50.0,1482.0,,,
CGR0462,C01,RPA013,GER,108.9,20.0,21.8,10.0,40.0,50.0,50.0,1089.0,,,
CFR0154,D01,RPA013,FRA,14.6,20.0,7.3,25.0,25.0,50.0,50.0,365.0,,,
CGR0453,E01,RPA013,GER,198.1,20.0,20.0,5.0,45.0,50.0,50.0,1000.0,,,
CGR0125,F01,RPA013,GER,223.1,20.0,19.5,4.4,46.0,50.0,50.4,973.8,,,
CGR0095,G01,RPA013,GER,194.5,20.0,20.1,5.2,45.0,50.0,50.2,1007.4,,,
CFR0421,H01,RPA013,FRA,173.1,20.0,20.1,5.8,44.2,50.0,50.0,1004.0,,,
CFR0177,A02,RPA013,FRA,83.4,20.0,16.7,10.0,40.0,50.0,50.0,834.0,,,
CFR0254,B02,RPA013,FRA,18.1,20.0,9.1,25.0,25.0,50.0,50.0,452.5,,,
CGR0357,C02,RPA013,GER,77.1,20.0,15.4,10.0,40.0,50.0,50.0,771.0,,,
CGR0395,D02,RPA013,GER,267,20.0,20.3,3.8,46.2,50.0,50.0,1014.6,,,
CGR0304,E02,RPA013,GER,336.1,20.0,20.0,3.0,47.0,50.0,50.0,1000.0,,,
CGR0251,F02,RPA013,GER,895.3,20.0,35.8,2.0,48.0,50.0,50.0,1790.6,,,
DEPC,G02,RPA013,DEPC,1.2,20.0,0.6,25.0,25.0,50.0,50.0,30.0,,,
CGR0012,H02,RPA013,GER,33,20.0,16.5,25.0,25.0,50.0,50.0,825.0,,,
CGR0225,A03,RPA013,GER,260.8,20.0,19.8,3.8,46.2,50.0,50.0,991.0,,,
CFR0406,B03,RPA013,FRA,15.7,20.0,7.9,25.0,25.0,50.0,50.0,392.5,,,
CFR0483,C03,RPA013,FRA,200.3,20.0,20.0,5.0,45.0,50.0,50.0,1000.0,,,
CFR0346,D03,RPA013,FRA,319.9,20.0,20.5,3.2,47.0,50.0,50.2,1023.7,,,
CGR0036,E03,RPA013,GER,64.2,20.0,19.3,15.0,35.0,50.0,50.0,963.0,,,
CFR0476,F03,RPA013,FRA,250.2,20.0,20.0,4.0,46.0,50.0,50.0,1000.0,,,
CGR0110,G03,RPA013,GER,359.7,20.0,20.1,2.8,47.2,50.0,50.0,1007.2,,,
CGR0282,H03,RPA013,GER,890.2,20.0,35.6,2.0,48.0,50.0,50.0,1780.4,,,
CFR0379,A04,RPA013,FRA,245.3,20.0,19.6,4.0,46.0,50.0,50.0,981.2,,,
CFR0343,B04,RPA013,FRA,56.8,20.0,20.4,18.0,32.0,50.0,50.0,1022.4,,,
CFR0273,C04,RPA013,FRA,42.7,20.0,20.5,24.0,26.0,50.0,50.0,1024.8,,,
CFR0371,D04,RPA013,FRA,71.3,20.0,21.4,15.0,35.0,50.0,50.0,1069.5,,,
